Bevoelkerung nach Geburtslaendern, Staatsangehoerigkeit und Migrationshintergrund, 2012-2022 | population by place of birth, citizenship and migrational background by LAU2, 2012-2022;;;;;;;;;;;
NUTS1;NUTS2;NUTS3;LAU2_CODE;LAU2_NAME;POP_TOTAL;BORN_AUT;BORN_FOR;NATIONALITY_AUT;NATIONALITY_FOR;MIG_BACKGROUND;YEAR
AT1;AT12;AT125;30826;Hauskirchen;1283;1167;116;1191;92;132;2021
AT1;AT12;AT125;30827;Hohenau an der March;2757;2332;425;2365;392;515;2021
AT1;AT12;AT126;30828;Hohenruppersdorf;945;899;46;906;39;56;2021
AT1;AT12;AT125;30829;Jedenspeigen;1106;1021;85;1041;65;98;2021
AT1;AT12;AT126;30830;Lassee;2952;2500;452;2554;398;512;2021
AT1;AT12;AT126;30831;Leopoldsdorf im Marchfeld;2893;2391;502;2523;370;573;2021
AT1;AT12;AT126;30834;Mannsdorf an der Donau;355;297;58;309;46;63;2021
AT1;AT12;AT126;30835;Marchegg;2988;2342;646;2405;583;747;2021
AT1;AT12;AT126;30836;Markgrafneusiedl;892;798;94;823;69;107;2021
AT1;AT12;AT126;30838;Matzen-Raggendorf;2785;2423;362;2459;326;458;2021
AT1;AT12;AT125;30841;Neusiedl an der Zaya;1230;1104;126;1143;87;133;2021
AT1;AT12;AT126;30842;Obersiebenbrunn;1750;1482;268;1575;175;296;2021
AT1;AT12;AT126;30844;Orth an der Donau;2173;1895;278;1950;223;323;2021
AT1;AT12;AT125;30845;Palterndorf-Dobermannsdorf;1341;1199;142;1221;120;157;2021
AT1;AT12;AT126;30846;Parbasdorf;173;167;6;169;4;7;2021
AT1;AT12;AT126;30848;Prottes;1452;1234;218;1280;172;253;2021
AT1;AT12;AT126;30849;Raasdorf;665;497;168;532;133;185;2021
AT1;AT12;AT125;30850;Ringelsdorf-Niederabsdorf;1234;1138;96;1155;79;112;2021
AT1;AT12;AT126;30852;Schönkirchen-Reyersdorf;1983;1717;266;1765;218;317;2021
AT1;AT12;AT126;30854;Spannberg;987;924;63;927;60;79;2021
AT1;AT12;AT126;30856;Strasshof an der Nordbahn;11085;8694;2391;9355;1730;2771;2021
AT1;AT12;AT125;30857;Sulz im Weinviertel;1201;1102;99;1123;78;106;2021
AT1;AT12;AT126;30858;Untersiebenbrunn;1768;1485;283;1580;188;321;2021
AT1;AT12;AT126;30859;Velm-Götzendorf;765;703;62;712;53;71;2021
AT1;AT12;AT126;30860;Weikendorf;2042;1761;281;1822;220;340;2021
AT1;AT12;AT125;30863;Zistersdorf;5356;4863;493;4972;384;569;2021
AT1;AT12;AT126;30865;Weiden an der March;985;842;143;851;134;172;2021
AT1;AT12;AT124;30902;Amaliendorf-Aalfang;1078;1021;57;1031;47;64;2021
AT1;AT12;AT124;30903;Brand-Nagelberg;1485;1367;118;1397;88;129;2021
AT1;AT12;AT124;30904;Eggern;668;657;11;661;7;13;2021
AT1;AT12;AT124;30906;Eisgarn;681;661;20;662;19;22;2021
AT1;AT12;AT124;30908;Gmünd;5238;4483;755;4528;710;891;2021
AT1;AT12;AT124;30909;Großdietmanns;2205;2096;109;2141;64;115;2021
AT1;AT12;AT124;30910;Bad Großpertholz;1308;1254;54;1273;35;59;2021
AT1;AT12;AT124;30912;Großschönau;1221;1189;32;1200;21;36;2021
AT1;AT12;AT124;30913;Moorbad Harbach;721;690;31;688;33;39;2021
AT1;AT12;AT124;30915;Haugschlag;475;442;33;451;24;39;2021
AT1;AT12;AT124;30916;Heidenreichstein;3882;3657;225;3725;157;251;2021
AT1;AT12;AT124;30917;Hirschbach;586;570;16;580;6;17;2021
AT1;AT12;AT124;30920;Hoheneich;1389;1318;71;1325;64;81;2021
AT1;AT12;AT124;30921;Kirchberg am Walde;1305;1265;40;1271;34;50;2021
AT1;AT12;AT124;30925;Litschau;2192;2067;125;2106;86;133;2021
AT1;AT12;AT124;30929;Reingers;616;599;17;605;11;18;2021
AT1;AT12;AT124;30932;St. Martin;1074;1038;36;1048;26;36;2021
AT1;AT12;AT124;30935;Schrems;5356;4907;449;4995;361;514;2021
AT1;AT12;AT124;30939;Unserfrau-Altweitra;988;962;26;969;19;27;2021
AT1;AT12;AT124;30940;Waldenstein;1178;1153;25;1159;19;26;2021
AT1;AT12;AT124;30942;Weitra;2629;2518;111;2549;80;122;2021
AT1;AT12;AT125;31001;Alberndorf im Pulkautal;745;715;30;726;19;32;2021
AT1;AT12;AT125;31008;Göllersdorf;3112;2803;309;2844;268;355;2021
AT1;AT12;AT125;31009;Grabern;1734;1577;157;1577;157;192;2021
AT1;AT12;AT125;31014;Guntersdorf;1156;1092;64;1105;51;71;2021
AT1;AT12;AT125;31015;Hadres;1703;1614;89;1645;58;96;2021
AT1;AT12;AT125;31016;Hardegg;1309;1221;88;1239;70;96;2021
AT1;AT12;AT125;31018;Haugsdorf;1597;1489;108;1518;79;120;2021
AT1;AT12;AT125;31019;Heldenberg;1389;1310;79;1322;67;95;2021
AT1;AT12;AT125;31021;Hohenwarth-Mühlbach a. M.;1320;1232;88;1260;60;97;2021
AT1;AT12;AT125;31022;Hollabrunn;11944;10542;1402;10715;1229;1614;2021
AT1;AT12;AT125;31025;Mailberg;580;540;40;548;32;45;2021
AT1;AT12;AT125;31026;Maissau;1938;1842;96;1862;76;106;2021
AT1;AT12;AT125;31028;Nappersdorf-Kammersdorf;1202;1107;95;1130;72;108;2021
AT1;AT12;AT125;31033;Pernersdorf;1040;986;54;1006;34;54;2021
AT1;AT12;AT125;31035;Pulkau;1506;1431;75;1445;61;85;2021
AT1;AT12;AT125;31036;Ravelsbach;1631;1533;98;1552;79;108;2021
AT1;AT12;AT125;31037;Retz;4240;3894;346;3973;267;371;2021
AT1;AT12;AT125;31038;Retzbach;1012;925;87;951;61;96;2021
AT1;AT12;AT125;31041;Schrattenthal;894;853;41;868;26;44;2021
AT1;AT12;AT125;31042;Seefeld-Kadolz;982;905;77;927;55;84;2021
AT1;AT12;AT125;31043;Sitzendorf an der Schmida;2143;2045;98;2071;72;104;2021
AT1;AT12;AT125;31051;Wullersdorf;2386;2257;129;2298;88;137;2021
AT1;AT12;AT125;31052;Zellerndorf;2424;2338;86;2361;63;95;2021
AT1;AT12;AT125;31053;Ziersdorf;3345;3157;188;3203;142;213;2021
AT1;AT12;AT124;31101;Altenburg;801;760;41;767;34;48;2021
AT1;AT12;AT124;31102;Brunn an der Wild;844;812;32;819;25;38;2021
AT1;AT12;AT124;31103;Burgschleinitz-Kühnring;1337;1285;52;1304;33;55;2021
AT1;AT12;AT124;31104;Drosendorf-Zissersdorf;1207;1122;85;1160;47;92;2021
AT1;AT12;AT124;31105;Eggenburg;3465;3175;290;3271;194;301;2021
AT1;AT12;AT124;31106;Gars am Kamp;3472;3254;218;3307;165;244;2021
AT1;AT12;AT124;31107;Geras;1269;1214;55;1230;39;59;2021
AT1;AT12;AT124;31109;Horn;6409;5746;663;5846;563;753;2021
AT1;AT12;AT124;31110;Irnfritz-Messern;1433;1399;34;1410;23;36;2021
AT1;AT12;AT124;31111;Japons;710;681;29;691;19;31;2021
AT1;AT12;AT124;31113;Langau;686;648;38;658;28;40;2021
AT1;AT12;AT124;31114;Meiseldorf;861;844;17;850;11;17;2021
AT1;AT12;AT124;31117;Pernegg;705;686;19;691;14;21;2021
AT1;AT12;AT124;31119;Röhrenbach;513;499;14;507;6;14;2021
AT1;AT12;AT124;31120;Röschitz;1060;1026;34;1034;26;36;2021
AT1;AT12;AT124;31121;Rosenburg-Mold;847;775;72;778;69;82;2021
AT1;AT12;AT124;31123;St. Bernhard-Frauenhofen;1295;1256;39;1271;24;40;2021
AT1;AT12;AT124;31124;Sigmundsherberg;1676;1615;61;1638;38;65;2021
AT1;AT12;AT124;31129;Weitersfeld;1536;1479;57;1497;39;60;2021
AT1;AT12;AT124;31130;Straning-Grafenberg;712;685;27;691;21;29;2021
AT1;AT12;AT126;31201;Bisamberg;4829;4222;607;4371;458;684;2021
AT1;AT12;AT126;31202;Enzersfeld im Weinviertel;1781;1642;139;1668;113;165;2021
AT1;AT12;AT126;31203;Ernstbrunn;3272;2979;293;3029;243;333;2021
AT1;AT12;AT126;31204;Großmugl;1627;1525;102;1548;79;117;2021
AT1;AT12;AT126;31205;Großrußbach;2234;2058;176;2092;142;208;2021
AT1;AT12;AT126;31206;Hagenbrunn;2363;1994;369;2079;284;410;2021
AT1;AT12;AT126;31207;Harmannsdorf;4030;3702;328;3821;209;354;2021
AT1;AT12;AT126;31208;Hausleiten;3849;3540;309;3604;245;352;2021
AT1;AT12;AT126;31213;Korneuburg;13334;10820;2514;11186;2148;2901;2021
AT1;AT12;AT126;31214;Langenzersdorf;8084;6974;1110;7258;826;1234;2021
AT1;AT12;AT126;31215;Leitzersdorf;1150;1073;77;1100;50;83;2021
AT1;AT12;AT126;31216;Leobendorf;4973;4489;484;4596;377;546;2021
AT1;AT12;AT126;31224;Rußbach;1398;1326;72;1343;55;79;2021
AT1;AT12;AT126;31226;Sierndorf;3986;3683;303;3765;221;342;2021
AT1;AT12;AT126;31227;Spillern;2455;2134;321;2216;239;366;2021
AT1;AT12;AT126;31228;Stetteldorf am Wagram;1047;985;62;995;52;70;2021
AT1;AT12;AT126;31229;Stetten;1362;1262;100;1286;76;113;2021
AT1;AT12;AT126;31230;Stockerau;16789;13913;2876;14330;2459;3290;2021
AT1;AT12;AT126;31234;Niederhollabrunn;1548;1454;94;1450;98;123;2021
AT1;AT12;AT126;31235;Gerasdorf bei Wien;11666;9624;2042;10166;1500;2288;2021
AT1;AT12;AT124;31301;Aggsbach;643;594;49;607;36;49;2021
AT1;AT12;AT124;31302;Albrechtsberg an der Großen Krems;1005;978;27;979;26;33;2021
AT1;AT12;AT124;31303;Bergern im Dunkelsteinerwald;1299;1258;41;1272;27;41;2021
AT1;AT12;AT124;31304;Dürnstein;828;772;56;788;40;59;2021
AT1;AT12;AT124;31308;Grafenegg;3197;2966;231;2974;223;294;2021
AT1;AT12;AT124;31309;Furth bei Göttweig;2964;2694;270;2735;229;305;2021
AT1;AT12;AT124;31310;Gedersdorf;2131;1933;198;1986;145;227;2021
AT1;AT12;AT124;31311;Gföhl;3767;3589;178;3623;144;188;2021
AT1;AT12;AT124;31315;Hadersdorf-Kammern;1966;1825;141;1843;123;169;2021
AT1;AT12;AT124;31319;Jaidhof;1222;1178;44;1174;48;52;2021
AT1;AT12;AT124;31321;Krumau am Kamp;753;717;36;725;28;40;2021
AT1;AT12;AT124;31322;Langenlois;7469;6846;623;6936;533;696;2021
AT1;AT12;AT124;31323;Lengenfeld;1422;1361;61;1365;57;72;2021
AT1;AT12;AT124;31324;Lichtenau im Waldviertel;2058;2002;56;2017;41;58;2021
AT1;AT12;AT124;31326;Maria Laach am Jauerling;919;886;33;890;29;33;2021
AT1;AT12;AT124;31327;Mautern an der Donau;3482;3168;314;3234;248;344;2021
AT1;AT12;AT124;31330;Mühldorf;1273;1204;69;1215;58;75;2021
AT1;AT12;AT124;31333;Paudorf;2577;2388;189;2440;137;213;2021
AT1;AT12;AT124;31336;Rastenfeld;1601;1537;64;1551;50;67;2021
AT1;AT12;AT124;31337;Rohrendorf bei Krems;2125;1863;262;1933;192;296;2021
AT1;AT12;AT124;31338;Rossatz-Arnsdorf;1067;986;81;997;70;92;2021
AT1;AT12;AT124;31340;St. Leonhard am Hornerwald;1090;1046;44;1056;34;46;2021
AT1;AT12;AT124;31343;Senftenberg;1926;1733;193;1764;162;209;2021
AT1;AT12;AT124;31344;Spitz;1564;1449;115;1464;100;124;2021
AT1;AT12;AT124;31346;Straß im Straßertale;1750;1623;127;1625;125;156;2021
AT1;AT12;AT124;31347;Stratzing;906;834;72;844;62;84;2021
AT1;AT12;AT124;31350;Weinzierl am Walde;1244;1222;22;1225;19;23;2021
AT1;AT12;AT124;31351;Weißenkirchen in der Wachau;1400;1337;63;1353;47;63;2021
AT1;AT12;AT124;31355;Schönberg am Kamp;1872;1768;104;1790;82;113;2021
AT1;AT12;AT124;31356;Droß;1039;981;58;992;47;64;2021
AT1;AT12;AT122;31401;Annaberg;510;467;43;470;40;51;2021
AT1;AT12;AT122;31402;Eschenau;1310;1196;114;1219;91;126;2021
AT1;AT12;AT122;31403;Hainfeld;3756;3277;479;3345;411;538;2021
AT1;AT12;AT122;31404;Hohenberg;1460;1314;146;1349;111;162;2021
AT1;AT12;AT122;31405;Kaumberg;1070;953;117;972;98;125;2021
AT1;AT12;AT122;31406;Kleinzell;854;786;68;806;48;72;2021
AT1;AT12;AT122;31407;Lilienfeld;2635;2209;426;2236;399;505;2021
AT1;AT12;AT122;31408;Mitterbach am Erlaufsee;479;434;45;446;33;46;2021
AT1;AT12;AT122;31409;Ramsau;831;716;115;744;87;123;2021
AT1;AT12;AT122;31410;Rohrbach an der Gölsen;1539;1451;88;1469;70;101;2021
AT1;AT12;AT122;31411;St. Aegyd am Neuwalde;1834;1721;113;1730;104;130;2021
AT1;AT12;AT122;31412;St. Veit an der Gölsen;3848;3558;290;3589;259;336;2021
AT1;AT12;AT122;31413;Traisen;3457;2692;765;2796;661;882;2021
AT1;AT12;AT122;31414;Türnitz;1891;1767;124;1804;87;129;2021
AT1;AT12;AT121;31502;Artstetten-Pöbring;1241;1195;46;1203;38;52;2021
AT1;AT12;AT121;31503;Bergland;1916;1805;111;1826;90;121;2021
AT1;AT12;AT121;31504;Bischofstetten;1236;1152;84;1164;72;92;2021
AT1;AT12;AT121;31505;Blindenmarkt;2724;2362;362;2402;322;409;2021
AT1;AT12;AT121;31506;Dorfstetten;579;569;10;571;8;10;2021
AT1;AT12;AT121;31507;Dunkelsteinerwald;2399;2283;116;2315;84;125;2021
AT1;AT12;AT121;31508;Erlauf;1093;1019;74;1023;70;87;2021
AT1;AT12;AT121;31509;Golling an der Erlauf;1494;1338;156;1325;169;204;2021
AT1;AT12;AT121;31511;Hofamt Priel;1731;1655;76;1665;66;87;2021
AT1;AT12;AT121;31513;Hürm;1857;1759;98;1772;85;104;2021
AT1;AT12;AT121;31514;Kilb;2580;2485;95;2498;82;110;2021
AT1;AT12;AT121;31515;Kirnberg an der Mank;1104;1080;24;1087;17;25;2021
AT1;AT12;AT121;31516;Klein-Pöchlarn;1063;974;89;978;85;97;2021
AT1;AT12;AT121;31517;Krummnußbaum;1549;1432;117;1442;107;137;2021
AT1;AT12;AT121;31519;Leiben;1355;1272;83;1281;74;98;2021
AT1;AT12;AT121;31520;Loosdorf;3830;3478;352;3562;268;391;2021
AT1;AT12;AT121;31521;Mank;3221;2998;223;3020;201;262;2021
AT1;AT12;AT121;31522;Marbach an der Donau;1688;1537;151;1540;148;173;2021
AT1;AT12;AT121;31523;Maria Taferl;919;843;76;854;65;83;2021
AT1;AT12;AT121;31524;Melk;5596;4675;921;4757;839;1063;2021
AT1;AT12;AT121;31525;Münichreith-Laimbach;1670;1593;77;1619;51;80;2021
AT1;AT12;AT121;31527;Neumarkt an der Ybbs;2016;1844;172;1865;151;189;2021
AT1;AT12;AT121;31528;Nöchling;1036;993;43;1004;32;45;2021
AT1;AT12;AT121;31530;Persenbeug-Gottsdorf;2156;2013;143;2031;125;168;2021
AT1;AT12;AT121;31531;Petzenkirchen;1450;1228;222;1225;225;250;2021
AT1;AT12;AT121;31533;Pöchlarn;3944;3397;547;3417;527;662;2021
AT1;AT12;AT121;31534;Pöggstall;2421;2302;119;2320;101;129;2021
AT1;AT12;AT121;31535;Raxendorf;1039;1014;25;1023;16;25;2021
AT1;AT12;AT121;31537;Ruprechtshofen;2295;2178;117;2185;110;131;2021
AT1;AT12;AT121;31539;St. Leonhard am Forst;3052;2922;130;2954;98;137;2021
AT1;AT12;AT121;31540;St. Martin-Karlsbach;1619;1577;42;1587;32;45;2021
AT1;AT12;AT121;31541;St. Oswald;1117;1083;34;1084;33;37;2021
AT1;AT12;AT121;31542;Schönbühel-Aggsbach;962;895;67;914;48;72;2021
AT1;AT12;AT121;31543;Schollach;1029;974;55;992;37;59;2021
AT1;AT12;AT121;31546;Weiten;1110;1049;61;1064;46;65;2021
AT1;AT12;AT121;31549;Ybbs an der Donau;5565;4580;985;4676;889;1151;2021
AT1;AT12;AT121;31550;Zelking-Matzleinsdorf;1215;1166;49;1170;45;58;2021
AT1;AT12;AT121;31551;Texingtal;1648;1583;65;1595;53;68;2021
AT1;AT12;AT121;31552;Yspertal;2009;1949;60;1965;44;62;2021
AT1;AT12;AT121;31553;Emmersdorf an der Donau;1753;1653;100;1659;94;114;2021
AT1;AT12;AT125;31601;Altlichtenwarth;750;675;75;679;71;99;2021
AT1;AT12;AT125;31603;Asparn an der Zaya;1877;1754;123;1784;93;143;2021
AT1;AT12;AT125;31604;Bernhardsthal;1585;1380;205;1433;152;223;2021
AT1;AT12;AT126;31605;Bockfließ;1328;1164;164;1174;154;205;2021
AT1;AT12;AT125;31606;Drasenhofen;1091;968;123;982;109;144;2021
AT1;AT12;AT125;31608;Falkenstein;488;454;34;451;37;42;2021
AT1;AT12;AT125;31609;Fallbach;802;769;33;770;32;40;2021
AT1;AT12;AT125;31611;Gaubitsch;873;839;34;852;21;37;2021
AT1;AT12;AT125;31612;Gaweinstal;4022;3579;443;3658;364;514;2021
AT1;AT12;AT125;31613;Gnadendorf;1150;1100;50;1118;32;55;2021
AT1;AT12;AT126;31614;Großebersdorf;2226;1988;238;2042;184;261;2021
AT1;AT12;AT126;31615;Großengersdorf;1477;1322;155;1301;176;206;2021
AT1;AT12;AT125;31616;Großharras;1107;1063;44;1081;26;49;2021
AT1;AT12;AT125;31617;Großkrut;1640;1553;87;1576;64;96;2021
AT1;AT12;AT125;31620;Hausbrunn;871;748;123;748;123;144;2021
AT1;AT12;AT125;31621;Herrnbaumgarten;946;857;89;875;71;95;2021
AT1;AT12;AT126;31622;Hochleithen;1136;1048;88;1085;51;88;2021
AT1;AT12;AT126;31627;Kreuttal;1468;1336;132;1377;91;146;2021
AT1;AT12;AT126;31628;Kreuzstetten;1572;1440;132;1495;77;140;2021
AT1;AT12;AT125;31629;Laa an der Thaya;6246;5744;502;5846;400;560;2021
AT1;AT12;AT125;31630;Ladendorf;2301;2140;161;2183;118;182;2021
AT1;AT12;AT125;31633;Mistelbach;11592;10428;1164;10681;911;1366;2021
AT1;AT12;AT125;31634;Neudorf im Weinviertel;1390;1331;59;1346;44;64;2021
AT1;AT12;AT125;31636;Niederleis;875;834;41;844;31;50;2021
AT1;AT12;AT126;31642;Pillichsdorf;1181;1100;81;1117;64;87;2021
AT1;AT12;AT125;31644;Poysdorf;5500;4930;570;5001;499;645;2021
AT1;AT12;AT125;31645;Rabensburg;1091;952;139;976;115;165;2021
AT1;AT12;AT125;31646;Schrattenberg;834;763;71;770;64;82;2021
AT1;AT12;AT125;31649;Staatz;1917;1836;81;1848;69;92;2021
AT1;AT12;AT125;31650;Stronsdorf;1612;1540;72;1549;63;90;2021
AT1;AT12;AT126;31651;Ulrichskirchen-Schleinbach;2631;2366;265;2428;203;290;2021
AT1;AT12;AT125;31652;Unterstinkenbrunn;555;535;20;540;15;21;2021
AT1;AT12;AT125;31653;Wildendürnbach;1550;1462;88;1468;82;105;2021
AT1;AT12;AT125;31654;Wilfersdorf;2092;1919;173;1965;127;196;2021
AT1;AT12;AT126;31655;Wolkersdorf im Weinviertel;7342;6535;807;6633;709;938;2021
AT1;AT12;AT125;31658;Ottenthal;537;500;37;516;21;40;2021
AT1;AT12;AT127;31701;Achau;1402;1218;184;1279;123;200;2021
AT1;AT12;AT127;31702;Biedermannsdorf;3135;2666;469;2785;350;521;2021
AT1;AT12;AT127;31703;Breitenfurt bei Wien;5891;5013;878;5254;637;961;2021
AT1;AT12;AT127;31704;Brunn am Gebirge;12024;9750;2274;10250;1774;2574;2021
AT1;AT12;AT127;31706;Gaaden;1650;1432;218;1502;148;239;2021
AT1;AT12;AT127;31707;Gießhübl;2375;2064;311;2178;197;332;2021
AT1;AT12;AT127;31709;Gumpoldskirchen;3921;3369;552;3492;429;608;2021
AT1;AT12;AT127;31710;Guntramsdorf;9152;7472;1680;7838;1314;1904;2021
AT1;AT12;AT127;31711;Hennersdorf;1540;1367;173;1426;114;187;2021
AT1;AT12;AT127;31712;Hinterbrühl;3944;3265;679;3447;497;754;2021
AT1;AT12;AT127;31713;Kaltenleutgeben;3350;2803;547;2955;395;617;2021
AT1;AT12;AT127;31714;Laab im Walde;1114;951;163;1004;110;177;2021
AT1;AT12;AT127;31715;Laxenburg;2890;2283;607;2461;429;664;2021
AT1;AT12;AT127;31716;Maria Enzersdorf;8659;7009;1650;7496;1163;1815;2021
AT1;AT12;AT127;31717;Mödling;20559;15857;4702;16902;3657;5231;2021
AT1;AT12;AT127;31718;Münchendorf;3080;2697;383;2810;270;446;2021
AT1;AT12;AT127;31719;Perchtoldsdorf;14978;12896;2082;13542;1436;2277;2021
AT1;AT12;AT127;31723;Vösendorf;7373;5824;1549;6269;1104;1732;2021
AT1;AT12;AT127;31725;Wiener Neudorf;9310;7445;1865;8081;1229;2049;2021
AT1;AT12;AT127;31726;Wienerwald;2893;2591;302;2694;199;322;2021
AT1;AT12;AT122;31801;Altendorf;357;341;16;345;12;18;2021
AT1;AT12;AT122;31802;Aspang-Markt;1764;1672;92;1707;57;98;2021
AT1;AT12;AT122;31803;Aspangberg-St. Peter;1887;1834;53;1848;39;55;2021
AT1;AT12;AT122;31804;Breitenau;1565;1451;114;1486;79;127;2021
AT1;AT12;AT122;31805;Breitenstein;304;268;36;277;27;36;2021
AT1;AT12;AT122;31806;Buchbach;368;348;20;355;13;21;2021
AT1;AT12;AT122;31807;Edlitz;889;824;65;836;53;73;2021
AT1;AT12;AT122;31808;Enzenreith;1983;1825;158;1884;99;174;2021
AT1;AT12;AT122;31809;Feistritz am Wechsel;1030;999;31;1009;21;34;2021
AT1;AT12;AT122;31810;Gloggnitz;5815;4879;936;5077;738;1050;2021
AT1;AT12;AT122;31811;Grafenbach-St.Valentin;2254;2046;208;2104;150;233;2021
AT1;AT12;AT122;31812;Grimmenstein;1318;1222;96;1254;64;100;2021
AT1;AT12;AT122;31813;Grünbach am Schneeberg;1588;1397;191;1415;173;227;2021
AT1;AT12;AT122;31814;Kirchberg am Wechsel;2441;2322;119;2342;99;131;2021
AT1;AT12;AT122;31815;Mönichkirchen;617;585;32;596;21;36;2021
AT1;AT12;AT122;31817;Natschbach-Loipersbach;1711;1558;153;1608;103;172;2021
AT1;AT12;AT122;31818;Neunkirchen;12620;9589;3031;10273;2347;3495;2021
AT1;AT12;AT122;31820;Otterthal;578;550;28;558;20;30;2021
AT1;AT12;AT122;31821;Payerbach;2055;1777;278;1866;189;296;2021
AT1;AT12;AT122;31823;Pitten;2872;2595;277;2678;194;306;2021
AT1;AT12;AT122;31825;Prigglitz;423;383;40;391;32;40;2021
AT1;AT12;AT122;31826;Puchberg am Schneeberg;2678;2449;229;2501;177;242;2021
AT1;AT12;AT122;31827;Raach am Hochgebirge;302;291;11;294;8;11;2021
AT1;AT12;AT122;31829;Reichenau an der Rax;2573;2238;335;2307;266;360;2021
AT1;AT12;AT122;31830;St. Corona am Wechsel;398;369;29;375;23;31;2021
AT1;AT12;AT122;31831;St. Egyden am Steinfeld;2128;1975;153;2024;104;164;2021
AT1;AT12;AT122;31832;Scheiblingkirchen-Thernberg;1914;1831;83;1853;61;86;2021
AT1;AT12;AT122;31833;Schottwien;657;564;93;580;77;100;2021
AT1;AT12;AT122;31834;Schrattenbach;390;363;27;366;24;29;2021
AT1;AT12;AT122;31835;Schwarzau am Steinfeld;2046;1846;200;1901;145;217;2021
AT1;AT12;AT122;31836;Schwarzau im Gebirge;612;532;80;538;74;84;2021
AT1;AT12;AT122;31837;Seebenstein;1470;1375;95;1404;66;103;2021
AT1;AT12;AT122;31838;Semmering;537;407;130;429;108;135;2021
AT1;AT12;AT122;31839;Ternitz;14640;12425;2215;12973;1667;2531;2021
AT1;AT12;AT122;31840;Thomasberg;1256;1206;50;1229;27;50;2021
AT1;AT12;AT122;31841;Trattenbach;527;502;25;510;17;26;2021
AT1;AT12;AT122;31842;Bürg-Vöstenhof;162;151;11;155;7;13;2021
AT1;AT12;AT122;31843;Warth;1508;1447;61;1445;63;72;2021
AT1;AT12;AT122;31844;Wartmannstetten;1625;1544;81;1558;67;99;2021
AT1;AT12;AT122;31845;Willendorf;983;890;93;910;73;99;2021
AT1;AT12;AT122;31846;Wimpassing im Schwarzatale;1598;1220;378;1307;291;439;2021
AT1;AT12;AT122;31847;Würflach;1598;1509;89;1531;67;98;2021
AT1;AT12;AT122;31848;Zöbern;1393;1354;39;1350;43;47;2021
AT1;AT12;AT122;31849;Höflein an der Hohen Wand;889;818;71;840;49;76;2021
AT1;AT12;AT123;31901;Altlengbach;3121;2750;371;2832;289;417;2021
AT1;AT12;AT123;31902;Asperhofen;2266;2043;223;2080;186;236;2021
AT1;AT12;AT123;31903;Böheimkirchen;5121;4603;518;4698;423;592;2021
AT1;AT12;AT123;31904;Brand-Laaben;1274;1166;108;1199;75;114;2021
AT1;AT12;AT123;31905;Eichgraben;4705;4006;699;4156;549;780;2021
AT1;AT12;AT123;31906;Frankenfels;1934;1881;53;1887;47;56;2021
AT1;AT12;AT123;31907;Gerersdorf;1015;913;102;944;71;112;2021
AT1;AT12;AT123;31909;Hofstetten-Grünau;2702;2589;113;2607;95;127;2021
AT1;AT12;AT123;31910;Hafnerbach;1651;1562;89;1568;83;103;2021
AT1;AT12;AT123;31911;Haunoldstein;1240;1121;119;1126;114;142;2021
AT1;AT12;AT123;31912;Herzogenburg;7823;6683;1140;6907;916;1330;2021
AT1;AT12;AT123;31913;Inzersdorf-Getzersdorf;1607;1514;93;1530;77;102;2021
AT1;AT12;AT123;31915;Kapelln;1363;1285;78;1291;72;89;2021
AT1;AT12;AT123;31916;Karlstetten;2177;2056;121;2082;95;133;2021
AT1;AT12;AT123;31917;Kasten bei Böheimkirchen;1380;1322;58;1338;42;65;2021
AT1;AT12;AT123;31918;Kirchberg an der Pielach;3166;3031;135;3048;118;148;2021
AT1;AT12;AT123;31919;Kirchstetten;2194;2022;172;2081;113;189;2021
AT1;AT12;AT123;31920;Loich;581;562;19;567;14;21;2021
AT1;AT12;AT123;31921;Maria Anzbach;3009;2682;327;2767;242;362;2021
AT1;AT12;AT123;31922;Markersdorf-Haindorf;2087;1901;186;1932;155;211;2021
AT1;AT12;AT123;31923;Michelbach;865;809;56;810;55;63;2021
AT1;AT12;AT123;31925;Neidling;1491;1420;71;1436;55;78;2021
AT1;AT12;AT123;31926;Neulengbach;8345;7340;1005;7567;778;1133;2021
AT1;AT12;AT123;31927;Neustift-Innermanzing;1580;1445;135;1477;103;153;2021
AT1;AT12;AT123;31928;Nußdorf ob der Traisen;1823;1730;93;1759;64;101;2021
AT1;AT12;AT123;31929;Ober-Grafendorf;4587;4107;480;4148;439;567;2021
AT1;AT12;AT123;31930;Obritzberg-Rust;2339;2191;148;2214;125;159;2021
AT1;AT12;AT123;31932;Prinzersdorf;1571;1379;192;1399;172;216;2021
AT1;AT12;AT123;31934;Pyhra;3638;3347;291;3373;265;350;2021
AT1;AT12;AT123;31935;Rabenstein an der Pielach;2514;2370;144;2389;125;168;2021
AT1;AT12;AT123;31938;St. Margarethen an der Sierning;1012;973;39;977;35;51;2021
AT1;AT12;AT123;31939;Schwarzenbach an der Pielach;376;363;13;365;11;14;2021
AT1;AT12;AT123;31940;Statzendorf;1426;1292;134;1313;113;147;2021
AT1;AT12;AT123;31941;Stössing;844;781;63;783;61;72;2021
AT1;AT12;AT123;31943;Traismauer;6391;5530;861;5638;753;996;2021
AT1;AT12;AT123;31945;Weinburg;1407;1343;64;1372;35;64;2021
AT1;AT12;AT123;31946;Perschling;1431;1353;78;1351;80;94;2021
