Bevoelkerung nach Geburtslaendern, Staatsangehoerigkeit und Migrationshintergrund, 2012-2022 | population by place of birth, citizenship and migrational background by LAU2, 2012-2022;;;;;;;;;;;
NUTS1;NUTS2;NUTS3;LAU2_CODE;LAU2_NAME;POP_TOTAL;BORN_AUT;BORN_FOR;NATIONALITY_AUT;NATIONALITY_FOR;MIG_BACKGROUND;YEAR
AT1;AT12;AT127;31706;Gaaden;1599;1427;172;1497;102;184;2013
AT1;AT12;AT127;31707;Gießhübl;2195;1902;293;2000;195;314;2013
AT1;AT12;AT127;31709;Gumpoldskirchen;3663;3239;424;3365;298;469;2013
AT1;AT12;AT127;31710;Guntramsdorf;9028;7577;1451;7953;1075;1651;2013
AT1;AT12;AT127;31711;Hennersdorf;1411;1280;131;1351;60;138;2013
AT1;AT12;AT127;31712;Hinterbrühl;4066;3386;680;3595;471;753;2013
AT1;AT12;AT127;31713;Kaltenleutgeben;3330;2868;462;3060;270;496;2013
AT1;AT12;AT127;31714;Laab im Walde;1153;1007;146;1070;83;156;2013
AT1;AT12;AT127;31715;Laxenburg;2820;2291;529;2503;317;571;2013
AT1;AT12;AT127;31716;Maria Enzersdorf;8647;7146;1501;7716;931;1627;2013
AT1;AT12;AT127;31717;Mödling;20457;16359;4098;17631;2826;4470;2013
AT1;AT12;AT127;31718;Münchendorf;2728;2457;271;2560;168;305;2013
AT1;AT12;AT127;31719;Perchtoldsdorf;14636;12900;1736;13570;1066;1871;2013
AT1;AT12;AT127;31723;Vösendorf;6512;5410;1102;5835;677;1202;2013
AT1;AT12;AT127;31725;Wiener Neudorf;8836;7345;1491;8019;817;1594;2013
AT1;AT12;AT127;31726;Wienerwald;2488;2270;218;2362;126;240;2013
AT1;AT12;AT122;31801;Altendorf;317;299;18;304;13;20;2013
AT1;AT12;AT122;31802;Aspang-Markt;1803;1719;84;1762;41;86;2013
AT1;AT12;AT122;31803;Aspangberg-St. Peter;1882;1846;36;1856;26;38;2013
AT1;AT12;AT122;31804;Breitenau;1426;1336;90;1366;60;103;2013
AT1;AT12;AT122;31805;Breitenstein;331;306;25;318;13;25;2013
AT1;AT12;AT122;31806;Buchbach;346;331;15;337;9;18;2013
AT1;AT12;AT122;31807;Edlitz;901;866;35;876;25;38;2013
AT1;AT12;AT122;31808;Enzenreith;1908;1761;147;1826;82;165;2013
AT1;AT12;AT122;31809;Feistritz am Wechsel;1044;1015;29;1023;21;31;2013
AT1;AT12;AT122;31810;Gloggnitz;5960;5217;743;5439;521;842;2013
AT1;AT12;AT122;31811;Grafenbach-St.Valentin;2234;1997;237;2063;171;261;2013
AT1;AT12;AT122;31812;Grimmenstein;1346;1240;106;1277;69;108;2013
AT1;AT12;AT122;31813;Grünbach am Schneeberg;1628;1458;170;1505;123;186;2013
AT1;AT12;AT122;31814;Kirchberg am Wechsel;2351;2226;125;2255;96;127;2013
AT1;AT12;AT122;31815;Mönichkirchen;607;588;19;598;9;19;2013
AT1;AT12;AT122;31817;Natschbach-Loipersbach;1737;1590;147;1649;88;160;2013
AT1;AT12;AT122;31818;Neunkirchen;12263;9872;2391;10726;1537;2708;2013
AT1;AT12;AT122;31820;Otterthal;596;567;29;579;17;31;2013
AT1;AT12;AT122;31821;Payerbach;2146;1939;207;2022;124;219;2013
AT1;AT12;AT122;31823;Pitten;2486;2290;196;2381;105;205;2013
AT1;AT12;AT122;31825;Prigglitz;475;441;34;450;25;34;2013
AT1;AT12;AT122;31826;Puchberg am Schneeberg;2655;2502;153;2546;109;161;2013
AT1;AT12;AT122;31827;Raach am Hochgebirge;297;286;11;291;6;11;2013
AT1;AT12;AT122;31829;Reichenau an der Rax;2613;2331;282;2413;200;298;2013
AT1;AT12;AT122;31830;St. Corona am Wechsel;376;366;10;370;6;11;2013
AT1;AT12;AT122;31831;St. Egyden am Steinfeld;1901;1764;137;1826;75;142;2013
AT1;AT12;AT122;31832;Scheiblingkirchen-Thernberg;1895;1817;78;1846;49;78;2013
AT1;AT12;AT122;31833;Schottwien;676;614;62;639;37;66;2013
AT1;AT12;AT122;31834;Schrattenbach;356;333;23;336;20;25;2013
AT1;AT12;AT122;31835;Schwarzau am Steinfeld;1854;1713;141;1763;91;148;2013
AT1;AT12;AT122;31836;Schwarzau im Gebirge;690;618;72;628;62;79;2013
AT1;AT12;AT122;31837;Seebenstein;1361;1279;82;1311;50;84;2013
AT1;AT12;AT122;31838;Semmering;543;476;67;503;40;67;2013
AT1;AT12;AT122;31839;Ternitz;14784;12933;1851;13533;1251;2101;2013
AT1;AT12;AT122;31840;Thomasberg;1229;1182;47;1203;26;48;2013
AT1;AT12;AT122;31841;Trattenbach;543;518;25;522;21;27;2013
AT1;AT12;AT122;31842;Bürg-Vöstenhof;182;167;15;174;8;15;2013
AT1;AT12;AT122;31843;Warth;1510;1464;46;1474;36;49;2013
AT1;AT12;AT122;31844;Wartmannstetten;1588;1530;58;1566;22;58;2013
AT1;AT12;AT122;31845;Willendorf;935;862;73;885;50;76;2013
AT1;AT12;AT122;31846;Wimpassing im Schwarzatale;1687;1349;338;1484;203;375;2013
AT1;AT12;AT122;31847;Würflach;1544;1480;64;1514;30;70;2013
AT1;AT12;AT122;31848;Zöbern;1431;1409;22;1410;21;23;2013
AT1;AT12;AT122;31849;Höflein an der Hohen Wand;907;858;49;879;28;51;2013
AT1;AT12;AT123;31901;Altlengbach;2724;2481;243;2578;146;257;2013
AT1;AT12;AT123;31902;Asperhofen;2134;1965;169;2016;118;177;2013
AT1;AT12;AT123;31903;Böheimkirchen;4933;4541;392;4656;277;434;2013
AT1;AT12;AT123;31904;Brand-Laaben;1222;1148;74;1164;58;82;2013
AT1;AT12;AT123;31905;Eichgraben;4427;3865;562;4054;373;619;2013
AT1;AT12;AT123;31906;Frankenfels;2047;1981;66;1985;62;72;2013
AT1;AT12;AT123;31907;Gerersdorf;924;871;53;896;28;55;2013
AT1;AT12;AT123;31909;Hofstetten-Grünau;2593;2519;74;2530;63;88;2013
AT1;AT12;AT123;31910;Hafnerbach;1561;1497;64;1513;48;70;2013
AT1;AT12;AT123;31911;Haunoldstein;1071;1012;59;1022;49;69;2013
AT1;AT12;AT123;31912;Herzogenburg;7757;6826;931;7068;689;1105;2013
AT1;AT12;AT123;31913;Inzersdorf-Getzersdorf;1510;1436;74;1461;49;79;2013
AT1;AT12;AT123;31915;Kapelln;1380;1315;65;1336;44;68;2013
AT1;AT12;AT123;31916;Karlstetten;2071;1991;80;2025;46;87;2013
AT1;AT12;AT123;31917;Kasten bei Böheimkirchen;1330;1282;48;1293;37;56;2013
AT1;AT12;AT123;31918;Kirchberg an der Pielach;3125;3039;86;3067;58;92;2013
AT1;AT12;AT123;31919;Kirchstetten;2044;1907;137;1957;87;152;2013
AT1;AT12;AT123;31920;Loich;610;591;19;594;16;20;2013
AT1;AT12;AT123;31921;Maria Anzbach;2821;2556;265;2650;171;290;2013
AT1;AT12;AT123;31922;Markersdorf-Haindorf;2002;1889;113;1934;68;121;2013
AT1;AT12;AT123;31923;Michelbach;894;858;36;860;34;41;2013
AT1;AT12;AT123;31925;Neidling;1482;1431;51;1440;42;55;2013
AT1;AT12;AT123;31926;Neulengbach;7847;7045;802;7285;562;892;2013
AT1;AT12;AT123;31927;Neustift-Innermanzing;1489;1355;134;1396;93;143;2013
AT1;AT12;AT123;31928;Nußdorf ob der Traisen;1716;1647;69;1680;36;74;2013
AT1;AT12;AT123;31929;Ober-Grafendorf;4539;4145;394;4193;346;467;2013
AT1;AT12;AT123;31930;Obritzberg-Rust;2270;2180;90;2200;70;102;2013
AT1;AT12;AT123;31932;Prinzersdorf;1601;1468;133;1506;95;145;2013
AT1;AT12;AT123;31934;Pyhra;3384;3188;196;3254;130;213;2013
AT1;AT12;AT123;31935;Rabenstein an der Pielach;2432;2319;113;2350;82;124;2013
AT1;AT12;AT123;31938;St. Margarethen an der Sierning;986;946;40;962;24;45;2013
AT1;AT12;AT123;31939;Schwarzenbach an der Pielach;378;370;8;372;6;8;2013
AT1;AT12;AT123;31940;Statzendorf;1371;1267;104;1286;85;121;2013
AT1;AT12;AT123;31941;Stössing;790;723;67;727;63;77;2013
AT1;AT12;AT123;31943;Traismauer;5847;5216;631;5374;473;715;2013
AT1;AT12;AT123;31945;Weinburg;1319;1278;41;1302;17;41;2013
AT1;AT12;AT123;31946;Perschling;1302;1235;67;1237;65;79;2013
AT1;AT12;AT123;31947;Wilhelmsburg;6564;5803;761;5932;632;896;2013
AT1;AT12;AT123;31948;Wölbling;2438;2283;155;2311;127;169;2013
AT1;AT12;AT121;32001;Gaming;3165;2937;228;3002;163;247;2013
AT1;AT12;AT121;32002;Göstling an der Ybbs;2059;2009;50;2028;31;57;2013
AT1;AT12;AT121;32003;Gresten;1951;1835;116;1871;80;124;2013
AT1;AT12;AT121;32004;Gresten-Land;1534;1496;38;1512;22;40;2013
AT1;AT12;AT121;32005;Lunz am See;1824;1781;43;1797;27;44;2013
AT1;AT12;AT121;32006;Oberndorf an der Melk;2953;2919;34;2932;21;34;2013
AT1;AT12;AT121;32007;Puchenstuben;315;276;39;277;38;40;2013
AT1;AT12;AT121;32008;Purgstall an der Erlauf;5358;5167;191;5225;133;206;2013
AT1;AT12;AT121;32009;Randegg;1908;1887;21;1897;11;22;2013
AT1;AT12;AT121;32010;Reinsberg;1006;999;7;1000;6;7;2013
AT1;AT12;AT121;32011;St. Anton an der Jeßnitz;1242;1215;27;1227;15;27;2013
AT1;AT12;AT121;32012;St. Georgen an der Leys;1329;1311;18;1315;14;19;2013
AT1;AT12;AT121;32013;Scheibbs;4186;3978;208;4068;118;225;2013
AT1;AT12;AT121;32014;Steinakirchen am Forst;2244;2212;32;2227;17;33;2013
AT1;AT12;AT121;32015;Wang;1321;1304;17;1308;13;19;2013
AT1;AT12;AT121;32016;Wieselburg;3772;3308;464;3428;344;517;2013
AT1;AT12;AT121;32017;Wieselburg-Land;3279;3171;108;3213;66;114;2013
AT1;AT12;AT121;32018;Wolfpassing;1482;1459;23;1471;11;24;2013
AT1;AT12;AT126;32101;Absdorf;1804;1624;180;1663;141;202;2013
AT1;AT12;AT126;32104;Atzenbrugg;2733;2474;259;2550;183;287;2013
AT1;AT12;AT126;32106;Fels am Wagram;2096;1954;142;1958;138;177;2013
AT1;AT12;AT126;32107;Grafenwörth;3016;2843;173;2910;106;185;2013
AT1;AT12;AT126;32109;Großriedenthal;926;909;17;914;12;19;2013
AT1;AT12;AT126;32110;Großweikersdorf;3065;2902;163;2956;109;183;2013
AT1;AT12;AT126;32112;Judenau-Baumgarten;2164;1916;248;1973;191;271;2013
AT1;AT12;AT126;32114;Kirchberg am Wagram;3509;3298;211;3323;186;256;2013
AT1;AT12;AT126;32115;Königsbrunn am Wagram;1331;1252;79;1267;64;88;2013
AT1;AT12;AT126;32116;Königstetten;2037;1874;163;1936;101;180;2013
AT1;AT12;AT126;32119;Langenrohr;2309;2110;199;2109;200;246;2013
AT1;AT12;AT126;32120;Michelhausen;2639;2430;209;2479;160;227;2013
AT1;AT12;AT126;32131;Sieghartskirchen;7158;6332;826;6484;674;955;2013
AT1;AT12;AT126;32132;Sitzenberg-Reidling;2013;1901;112;1932;81;127;2013
AT1;AT12;AT126;32134;Tulbing;2890;2631;259;2743;147;281;2013
AT1;AT12;AT126;32135;Tulln an der Donau;15429;13039;2390;13483;1946;2771;2013
AT1;AT12;AT126;32139;Würmla;1282;1201;81;1216;66;93;2013
AT1;AT12;AT126;32140;Zeiselmauer-Wolfpassing;2236;2003;233;2086;150;257;2013
AT1;AT12;AT126;32141;Zwentendorf an der Donau;3948;3475;473;3519;429;559;2013
AT1;AT12;AT126;32142;St. Andrä-Wördern;7568;6658;910;6922;646;997;2013
AT1;AT12;AT126;32143;Muckendorf-Wipfing;1332;1211;121;1257;75;132;2013
AT1;AT12;AT124;32202;Dietmanns;1103;1062;41;1083;20;42;2013
AT1;AT12;AT124;32203;Dobersberg;1687;1635;52;1660;27;55;2013
AT1;AT12;AT124;32206;Gastern;1282;1263;19;1275;7;19;2013
AT1;AT12;AT124;32207;Groß-Siegharts;2782;2694;88;2734;48;95;2013
AT1;AT12;AT124;32209;Karlstein an der Thaya;1509;1446;63;1474;35;65;2013
AT1;AT12;AT124;32210;Kautzen;1179;1136;43;1159;20;46;2013
AT1;AT12;AT124;32212;Ludweis-Aigen;977;951;26;960;17;30;2013
AT1;AT12;AT124;32214;Pfaffenschlag bei Waidhofen an der Thaya;934;925;9;929;5;9;2013
AT1;AT12;AT124;32216;Raabs an der Thaya;2729;2600;129;2664;65;130;2013
AT1;AT12;AT124;32217;Thaya;1402;1365;37;1387;15;38;2013
AT1;AT12;AT124;32219;Vitis;2635;2573;62;2600;35;65;2013
AT1;AT12;AT124;32220;Waidhofen an der Thaya;5637;5435;202;5538;99;217;2013
AT1;AT12;AT124;32221;Waidhofen an der Thaya-Land;1197;1185;12;1194;3;14;2013
AT1;AT12;AT124;32222;Waldkirchen an der Thaya;554;532;22;546;8;22;2013
AT1;AT12;AT124;32223;Windigsteig;990;967;23;979;11;23;2013
AT1;AT12;AT122;32301;Bad Fischau-Brunn;3054;2794;260;2885;169;288;2013
AT1;AT12;AT122;32302;Bad Schönau;728;688;40;701;27;42;2013
AT1;AT12;AT122;32304;Ebenfurth;2879;2313;566;2467;412;648;2013
AT1;AT12;AT122;32305;Eggendorf;4524;3740;784;4066;458;883;2013
AT1;AT12;AT122;32306;Bad Erlach;2822;2571;251;2679;143;264;2013
AT1;AT12;AT122;32307;Felixdorf;4248;3506;742;3787;461;836;2013
AT1;AT12;AT122;32308;Gutenstein;1281;1172;109;1193;88;120;2013
AT1;AT12;AT122;32309;Hochneukirchen-Gschaidt;1663;1643;20;1649;14;21;2013
AT1;AT12;AT122;32310;Hochwolkersdorf;1020;984;36;991;29;40;2013
AT1;AT12;AT122;32311;Hohe Wand;1404;1323;81;1339;65;91;2013
AT1;AT12;AT122;32312;Hollenthon;1052;1018;34;1023;29;36;2013
AT1;AT12;AT122;32313;Katzelsdorf;3173;2935;238;3029;144;259;2013
AT1;AT12;AT122;32314;Kirchschlag in der Buckligen Welt;2901;2744;157;2792;109;172;2013
AT1;AT12;AT122;32315;Krumbach;2297;2201;96;2226;71;102;2013
AT1;AT12;AT122;32316;Lanzenkirchen;3861;3522;339;3625;236;368;2013
AT1;AT12;AT122;32317;Lichtenegg;1074;1056;18;1062;12;23;2013
AT1;AT12;AT122;32318;Lichtenwörth;2858;2560;298;2620;238;353;2013
AT1;AT12;AT122;32319;Markt Piesting;2920;2486;434;2622;298;472;2013
AT1;AT12;AT122;32320;Matzendorf-Hölles;1900;1747;153;1827;73;167;2013
AT1;AT12;AT122;32321;Miesenbach;699;649;50;661;38;52;2013
AT1;AT12;AT122;32322;Muggendorf;523;488;35;487;36;46;2013
AT1;AT12;AT122;32323;Pernitz;2526;2207;319;2304;222;360;2013
AT1;AT12;AT122;32324;Rohr im Gebirge;469;447;22;454;15;22;2013
AT1;AT12;AT122;32325;Bromberg;1229;1174;55;1184;45;57;2013
AT1;AT12;AT122;32326;Schwarzenbach;987;957;30;963;24;35;2013
AT1;AT12;AT122;32327;Sollenau;4754;4014;740;4294;460;847;2013
AT1;AT12;AT122;32330;Theresienfeld;2977;2430;547;2629;348;612;2013
AT1;AT12;AT122;32331;Waidmannsfeld;1593;1475;118;1500;93;139;2013
AT1;AT12;AT122;32332;Waldegg;2001;1703;298;1744;257;355;2013
AT1;AT12;AT122;32333;Walpersbach;1051;1010;41;1022;29;50;2013
AT1;AT12;AT122;32334;Weikersdorf am Steinfelde;1059;992;67;1020;39;74;2013
AT1;AT12;AT122;32335;Wiesmath;1513;1493;20;1501;12;21;2013
AT1;AT12;AT122;32336;Winzendorf-Muthmannsdorf;1853;1641;212;1705;148;223;2013
AT1;AT12;AT122;32337;Wöllersdorf-Steinabrückl;4221;3669;552;3873;348;603;2013
AT1;AT12;AT122;32338;Zillingdorf;2015;1852;163;1882;133;193;2013
AT1;AT12;AT127;32401;Ebergassing;3900;3072;828;3257;643;942;2013
AT1;AT12;AT127;32402;Fischamend;4898;4077;821;4300;598;900;2013
AT1;AT12;AT126;32403;Gablitz;4682;4016;666;4264;418;728;2013
AT1;AT12;AT126;32404;Gerasdorf bei Wien;10307;9047;1260;9597;710;1344;2013
AT1;AT12;AT127;32405;Gramatneusiedl;2965;2483;482;2584;381;565;2013
AT1;AT12;AT127;32406;Himberg;6869;6011;858;6282;587;960;2013
AT1;AT12;AT127;32407;Klein-Neusiedl;800;699;101;733;67;111;2013
AT1;AT12;AT126;32408;Klosterneuburg;25918;21996;3922;23328;2590;4244;2013
AT1;AT12;AT127;32409;Lanzendorf;1681;1438;243;1509;172;266;2013
AT1;AT12;AT127;32410;Leopoldsdorf;4816;4210;606;4457;359;671;2013
AT1;AT12;AT127;32411;Maria-Lanzendorf;2041;1750;291;1829;212;328;2013
AT1;AT12;AT126;32412;Mauerbach;3664;3187;477;3377;287;526;2013
AT1;AT12;AT127;32413;Moosbrunn;1644;1474;170;1531;113;190;2013
AT1;AT12;AT126;32415;Pressbaum;7107;6134;973;6393;714;1075;2013
AT1;AT12;AT126;32416;Purkersdorf;9317;7941;1376;8387;930;1521;2013
AT1;AT12;AT127;32417;Rauchenwarth;667;594;73;604;63;76;2013
AT1;AT12;AT127;32418;Schwadorf;1939;1641;298;1724;215;352;2013
AT1;AT12;AT127;32419;Schwechat;16805;13459;3346;14173;2632;3786;2013
AT1;AT12;AT126;32421;Tullnerbach;2731;2392;339;2514;217;366;2013
AT1;AT12;AT126;32423;Wolfsgraben;1625;1488;137;1534;91;150;2013
AT1;AT12;AT127;32424;Zwölfaxing;1610;1396;214;1449;161;237;2013
AT1;AT12;AT124;32501;Allentsteig;1964;1903;61;1932;32;65;2013
AT1;AT12;AT124;32502;Arbesbach;1693;1687;6;1688;5;8;2013
AT1;AT12;AT124;32503;Bärnkopf;354;351;3;351;3;3;2013
AT1;AT12;AT124;32504;Echsenbach;1205;1183;22;1192;13;23;2013
AT1;AT12;AT124;32505;Göpfritz an der Wild;1825;1782;43;1806;19;45;2013
AT1;AT12;AT124;32506;Grafenschlag;898;869;29;872;26;30;2013
AT1;AT12;AT124;32508;Groß Gerungs;4567;4495;72;4522;45;75;2013
AT1;AT12;AT124;32509;Großgöttfritz;1404;1383;21;1388;16;22;2013
AT1;AT12;AT124;32511;Gutenbrunn;556;532;24;535;21;25;2013
AT1;AT12;AT124;32514;Kirchschlag;656;648;8;650;6;10;2013
AT1;AT12;AT124;32515;Kottes-Purk;1506;1476;30;1482;24;32;2013
AT1;AT12;AT124;32516;Langschlag;1786;1740;46;1761;25;46;2013
AT1;AT12;AT124;32517;Martinsberg;1144;1109;35;1112;32;44;2013
AT1;AT12;AT124;32518;Ottenschlag;996;964;32;974;22;36;2013
AT1;AT12;AT124;32519;Altmelon;861;858;3;858;3;3;2013
AT1;AT12;AT124;32520;Pölla;969;937;32;951;18;33;2013
AT1;AT12;AT124;32521;Rappottenstein;1726;1698;28;1704;22;33;2013
AT1;AT12;AT124;32522;Sallingberg;1349;1296;53;1304;45;56;2013
AT1;AT12;AT124;32523;Schönbach;848;837;11;836;12;13;2013
AT1;AT12;AT124;32524;Schwarzenau;1534;1494;40;1504;30;46;2013
AT1;AT12;AT124;32525;Schweiggers;1986;1935;51;1949;37;56;2013
AT1;AT12;AT124;32528;Bad Traunstein;1063;1044;19;1046;17;20;2013
AT1;AT12;AT124;32529;Waldhausen;1261;1228;33;1237;24;34;2013
AT1;AT12;AT124;32530;Zwettl-Niederösterreich;11110;10820;290;10932;178;307;2013
AT1;AT12;AT124;30101;Krems an der Donau;24085;20593;3492;21403;2682;3859;2014
AT1;AT12;AT123;30201;St. Pölten;52145;43137;9008;45219;6926;10364;2014
AT1;AT12;AT121;30301;Waidhofen an der Ybbs;11341;10521;820;10724;617;920;2014
AT1;AT12;AT122;30401;Wiener Neustadt;42273;33658;8615;36500;5773;9569;2014
AT1;AT12;AT121;30501;Allhartsberg;2049;2001;48;2023;26;50;2014
AT1;AT12;AT121;30502;Amstetten;23050;20075;2975;20645;2405;3392;2014
AT1;AT12;AT121;30503;Ardagger;3404;3290;114;3322;82;124;2014
AT1;AT12;AT121;30504;Aschbach-Markt;3682;3422;260;3462;220;303;2014
AT1;AT12;AT121;30506;Behamberg;3217;3084;133;3117;100;148;2014
AT1;AT12;AT121;30507;Biberbach;2223;2159;64;2180;43;65;2014
AT1;AT12;AT121;30508;Ennsdorf;2986;2562;424;2715;271;453;2014
AT1;AT12;AT121;30509;Ernsthofen;2162;2079;83;2110;52;92;2014
AT1;AT12;AT121;30510;Ertl;1285;1253;32;1266;19;32;2014
AT1;AT12;AT121;30511;Euratsfeld;2543;2500;43;2507;36;50;2014
AT1;AT12;AT121;30512;Ferschnitz;1698;1674;24;1686;12;26;2014
AT1;AT12;AT121;30514;Haag;5447;5192;255;5252;195;288;2014
AT1;AT12;AT121;30515;Haidershofen;3570;3414;156;3444;126;179;2014
AT1;AT12;AT121;30516;Hollenstein an der Ybbs;1715;1627;88;1651;64;95;2014
AT1;AT12;AT121;30517;Kematen an der Ybbs;2551;2240;311;2313;238;358;2014
AT1;AT12;AT121;30520;Neuhofen an der Ybbs;2860;2770;90;2782;78;102;2014
AT1;AT12;AT121;30521;Neustadtl an der Donau;2100;2062;38;2071;29;39;2014
AT1;AT12;AT121;30522;Oed-Oehling;1788;1698;90;1720;68;102;2014
AT1;AT12;AT121;30524;Opponitz;957;883;74;878;79;87;2014
AT1;AT12;AT121;30526;St. Georgen am Reith;564;550;14;552;12;15;2014
AT1;AT12;AT121;30527;St. Georgen am Ybbsfelde;2754;2590;164;2631;123;180;2014
AT1;AT12;AT121;30529;St. Pantaleon-Erla;2533;2406;127;2441;92;137;2014
AT1;AT12;AT121;30530;St. Peter in der Au;5008;4819;189;4884;124;203;2014
AT1;AT12;AT121;30531;St. Valentin;9177;8420;757;8632;545;844;2014
AT1;AT12;AT121;30532;Seitenstetten;3303;3137;166;3167;136;184;2014
AT1;AT12;AT121;30533;Sonntagberg;3795;3566;229;3596;199;268;2014
AT1;AT12;AT121;30534;Strengberg;2004;1930;74;1939;65;84;2014
AT1;AT12;AT121;30536;Viehdorf;1375;1289;86;1312;63;86;2014
AT1;AT12;AT121;30538;Wallsee-Sindelburg;2175;2074;101;2100;75;109;2014
AT1;AT12;AT121;30539;Weistrach;2196;2156;40;2162;34;45;2014
AT1;AT12;AT121;30541;Winklarn;1513;1442;71;1466;47;76;2014
AT1;AT12;AT121;30542;Wolfsbach;1892;1842;50;1853;39;55;2014
AT1;AT12;AT121;30543;Ybbsitz;3562;3463;99;3497;65;107;2014
AT1;AT12;AT121;30544;Zeillern;1806;1768;38;1774;32;44;2014
AT1;AT12;AT127;30601;Alland;2484;2158;326;2249;235;364;2014
AT1;AT12;AT122;30602;Altenmarkt an der Triesting;2170;1814;356;1839;331;381;2014
AT1;AT12;AT127;30603;Bad Vöslau;11368;9279;2089;9842;1526;2383;2014
AT1;AT12;AT127;30604;Baden;25229;19614;5615;21537;3692;6152;2014
AT1;AT12;AT122;30605;Berndorf;8898;7198;1700;7558;1340;2004;2014
AT1;AT12;AT127;30607;Ebreichsdorf;10228;8545;1683;9135;1093;1861;2014
AT1;AT12;AT122;30608;Enzesfeld-Lindabrunn;4178;3709;469;3800;378;553;2014
AT1;AT12;AT122;30609;Furth an der Triesting;828;791;37;806;22;40;2014
AT1;AT12;AT127;30612;Günselsdorf;1746;1405;341;1534;212;372;2014
AT1;AT12;AT127;30613;Heiligenkreuz;1536;1241;295;1289;247;316;2014
AT1;AT12;AT122;30614;Hernstein;1496;1399;97;1427;69;102;2014
AT1;AT12;AT122;30615;Hirtenberg;2623;1874;749;2073;550;827;2014
AT1;AT12;AT127;30616;Klausen-Leopoldsdorf;1638;1486;152;1510;128;177;2014
AT1;AT12;AT127;30618;Kottingbrunn;7422;6160;1262;6654;768;1382;2014
AT1;AT12;AT127;30620;Leobersdorf;4850;3930;920;4244;606;1016;2014
AT1;AT12;AT127;30621;Mitterndorf an der Fischa;2267;1899;368;2018;249;408;2014
AT1;AT12;AT127;30623;Oberwaltersdorf;4131;3517;614;3739;392;667;2014
AT1;AT12;AT127;30625;Pfaffstätten;3505;3007;498;3191;314;542;2014
AT1;AT12;AT127;30626;Pottendorf;6469;5615;854;5882;587;969;2014
AT1;AT12;AT122;30627;Pottenstein;2948;2511;437;2621;327;519;2014
AT1;AT12;AT127;30629;Reisenberg;1628;1407;221;1474;154;238;2014
AT1;AT12;AT127;30631;Schönau an der Triesting;2110;1806;304;1938;172;340;2014
AT1;AT12;AT127;30633;Seibersdorf;1423;1331;92;1369;54;97;2014
AT1;AT12;AT127;30635;Sooß;1069;902;167;946;123;183;2014
AT1;AT12;AT127;30636;Tattendorf;1391;1181;210;1235;156;219;2014
AT1;AT12;AT127;30637;Teesdorf;1744;1495;249;1597;147;280;2014
AT1;AT12;AT127;30639;Traiskirchen;17634;14151;3483;15278;2356;3875;2014
AT1;AT12;AT127;30641;Trumau;3520;2889;631;3024;496;710;2014
AT1;AT12;AT122;30645;Weissenbach an der Triesting;1733;1522;211;1566;167;241;2014
AT1;AT12;AT127;30646;Blumau-Neurißhof;1812;1555;257;1617;195;289;2014
AT1;AT12;AT127;30701;Au am Leithaberge;908;850;58;868;40;64;2014
AT1;AT12;AT127;30702;Bad Deutsch-Altenburg;1495;1220;275;1291;204;292;2014
AT1;AT12;AT127;30703;Berg;757;576;181;584;173;205;2014
AT1;AT12;AT127;30704;Bruck an der Leitha;7698;6591;1107;6880;818;1232;2014
AT1;AT12;AT127;30706;Enzersdorf an der Fischa;3043;2707;336;2868;175;355;2014
AT1;AT12;AT127;30708;Göttlesbrunn-Arbesthal;1381;1287;94;1312;69;103;2014
AT1;AT12;AT127;30709;Götzendorf an der Leitha;2060;1746;314;1790;270;380;2014
AT1;AT12;AT127;30710;Hainburg a. d. Donau;6106;4337;1769;4556;1550;1994;2014
AT1;AT12;AT127;30711;Haslau-Maria Ellend;1908;1650;258;1756;152;282;2014
AT1;AT12;AT127;30712;Höflein;1208;1153;55;1167;41;59;2014
AT1;AT12;AT127;30713;Hof am Leithaberge;1499;1366;133;1391;108;151;2014
AT1;AT12;AT127;30715;Hundsheim;599;530;69;543;56;75;2014
AT1;AT12;AT127;30716;Mannersdorf am Leithagebirge;3887;3314;573;3382;505;673;2014
AT1;AT12;AT127;30718;Petronell-Carnuntum;1213;1075;138;1107;106;160;2014
AT1;AT12;AT127;30719;Prellenkirchen;1460;1282;178;1320;140;192;2014
AT1;AT12;AT127;30721;Rohrau;1569;1370;199;1437;132;214;2014
AT1;AT12;AT127;30722;Scharndorf;1156;1052;104;1090;66;112;2014
AT1;AT12;AT127;30724;Sommerein;1922;1793;129;1840;82;145;2014
AT1;AT12;AT127;30726;Trautmannsdorf an der Leitha;2801;2575;226;2658;143;252;2014
AT1;AT12;AT127;30728;Wolfsthal;945;671;274;684;261;300;2014
AT1;AT12;AT126;30801;Aderklaa;191;165;26;167;24;26;2014
AT1;AT12;AT126;30802;Andlersdorf;130;124;6;125;5;6;2014
AT1;AT12;AT126;30803;Angern an der March;3350;2906;444;3031;319;497;2014
AT1;AT12;AT126;30804;Auersthal;1886;1692;194;1710;176;237;2014
AT1;AT12;AT126;30805;Bad Pirawarth;1661;1510;151;1565;96;158;2014
AT1;AT12;AT126;30808;Deutsch-Wagram;8083;6730;1353;7286;797;1476;2014
AT1;AT12;AT125;30810;Drösing;1123;1033;90;1076;47;94;2014
AT1;AT12;AT125;30811;Dürnkrut;2261;2093;168;2134;127;199;2014
AT1;AT12;AT126;30812;Ebenthal;867;785;82;803;64;89;2014
